seed,n_generated,execution_time,f1_score,accuracy,precision,recall,roc_auc,g_mean,balanced_accuracy,mcc,demographic_parity_diff,equalized_odds_diff,max_fairness_violation,validation_rate,duplicate_ratio,dataset,method
42,243,811.4586668014526,0.5402852049910873,0.7183333333333333,0.5356073446327684,0.5555555555555555,0.7540079365079365,0.6581179593111991,0.671825396825397,0.34256688649445916,0.10336798787091184,0.11837121212121211,0.24326968515565006,0.75,0.0,german_credit,qualsynth
123,245,1114.1493968963623,0.5888967376277333,0.7400000000000001,0.5597979061620396,0.6277777777777778,0.8079365079365081,0.7006047616150641,0.707936507936508,0.40434899957054515,0.09496124031007754,0.10002243309329922,0.22350190722283747,0.6171284634760705,0.0,german_credit,qualsynth
456,242,1026.7807219028473,0.5333203048661325,0.6833333333333332,0.4814555088047374,0.6055555555555555,0.7223015873015872,0.6557843322375264,0.6611111111111111,0.306669070723737,0.11129568106312289,0.08226215312829487,0.22259136212624578,0.5931372549019608,0.0,german_credit,qualsynth
789,248,1100.6288812160492,0.6103453877575395,0.7366666666666667,0.5533234187253249,0.6833333333333332,0.7984523809523809,0.7200782551851269,0.7214285714285715,0.4215073192990648,0.0,0.0,0.0,0.6509186351706037,0.0,german_credit,qualsynth
1234,245,1193.8006401062012,0.5181849373820552,0.7066666666666667,0.5133526383526384,0.5277777777777778,0.7607539682539682,0.641280124838077,0.6555555555555556,0.3096995776653952,0.046891921160927004,0.08293650793650796,0.16587301587301592,0.5658198614318707,0.0,german_credit,qualsynth
2024,244,1482.5503900051117,0.6049421009098428,0.73,0.5502450980392157,0.6833333333333332,0.7917460317460318,0.7129753192268126,0.7166666666666668,0.4149913304936424,0.10870787953162551,0.11922457574631486,0.2441476132226247,0.583732057416268,0.0,german_credit,qualsynth
3141,247,1160.6893510818481,0.5639432765729288,0.7183333333333333,0.5274759010253577,0.6166666666666667,0.7851587301587303,0.6808092593429267,0.6892857142857144,0.365588311069627,0.060765003924926834,0.03643001982611705,0.12153000784985367,0.5909090909090909,0.0,german_credit,qualsynth
4242,244,4550.635604858398,0.5659351589764575,0.7333333333333334,0.5550775269025899,0.5888888888888889,0.7939285714285713,0.6797091270026399,0.6920634920634922,0.37987692768862963,0.022809394760614266,0.08902691511387163,0.17805383022774326,0.6115288220551378,0.0,german_credit,qualsynth
5555,241,972.9734370708466,0.5594149326805385,0.7033333333333333,0.5061872909698997,0.6333333333333333,0.7665079365079365,0.6781313872127578,0.6833333333333332,0.34885962093434225,0.015056799085837208,0.10018552875695731,0.20037105751391462,0.6243523316062176,0.0,german_credit,qualsynth
6789,243,1221.8912630081177,0.5781386621081278,0.7200000000000001,0.5342798961204308,0.638888888888889,0.7966666666666665,0.6919799428548927,0.6968253968253967,0.37882234278541055,0.054924242424242424,0.1362962962962963,0.2725925925925926,0.5841346153846154,0.0,german_credit,qualsynth
